,text,pages_N
95,"DISKUSE č. 11 - květen 1984 /Teoreticko-politický občasník./ Obsah tohoto čísla: Idea rovnosti, marxismus a křesťanství /Luboš Kohout/ Myšlenka společenské rovnosti, marxisms a praxe ""reálného socialismu"" /Luboš Kohout/ Uiboô Koacut X 4 e a rovaosti* aaraisaua a kř«l«nství /▼ ^jet4 dr.r.B«dy w stati ”Po®ná®ky k často alyäen/»* a konce M 4» Itty* •Jen nad J®d»w ideou ®oclali»i# patril nejúpomúji hájenou co gôraw a mátojíeí tA «Matek i do «oba kŕesUiÄý^ gjyslí, TO dio«e p»aatavit ronéxud pcôrcmjis je to ideál /pfizm^e hned ie ho oz* :-^^ť _ za žleW sociálni rovnosti*, píle <r.B«a<a * jak© •zdůvodnění* svého MBtogorieMMô soudu »obiliBuje nakolik. citátů či parafrází z Uhla. *R©ghodni je cnudoba dare®, dare», a nsjvétlíaň • určený vitá • •• fgttMHB ... jadaa a dotn^cb ceat /tady ÄŕÄ. kulhá prostá logika, mol ""bolí dar* sice utíwla v ôijirméa toku drtivá vôtái», »kolt však aMáiiB/* Majetek je aice *£í®si chrmjícía ô ^řekalkotí spá^* •.. 02Vláátd v aíře aal^stm ♦*. člwÄa /W c ô je to *S©učaml je však »ajetek cí®si 4<Mb » M»- </b , uaíiáiíiou & Mrou hodnot, i kdyby m sebe ^bB brát ^orl&aů v mbi“ »•• ""ja to jil WjiOův aAcm, který í»rávi aa s^vedlmst • étWoat k ©£iudé«u slibuje rwaoktní kej e t W - jato /t«Oa dr.. touhle myo- 19*m Másá - z hlediska etiky, nikoli vlestní filosofie • W MáäO^^ ""alsuW” /ostav proč m i středwétó •MpusW*/ zabaz^edí boliáčl nejen *králowtví ne- beaké*, ala i s^áasí blahot ta v t©»to doča^a slzavá telí/# ""We j- - ■-- la® říci, Ža •« to a m jatke® ad aájok ©Wtai, jak© s ""ony m níí mpozmli ä ä w » ^ícm .jawodidů /pročpak m aéj trpí *jm* vitálna a ssnáim »á naopak z ""pr votaího bf<cta//^ofit?Z ""Oäobaé jato svoboda je i aajetek tía aedotto talnýB projawa vátaosti Sotí láa^ k b ä * /p«ud Belovo krite-ri» b« nae véknd, to, la Bůh naailupe v^dkeré lidstvo, pen jefc zlô«k/. Ma ÄTÄ. Mojí tu na jednc® pólu ""naléhavá a apásu duôe pods a»jicí s® a^ýB bratrem /bili» [pageend1]",1
96,"DISKUSE č 12 - květen 1984 /Teoreticko-politický občasník/ Obsah tohoto čísla: Možnosti pracovní teorie hodnoty /Karel Kříž/ K poznámce vydavatele Diskuse /č.9/ /Laureatus/ Zajímavý pokus obuvníků v Rostově na Donu /RP, 4.5.1984/ Karel Kříž Možnosti pracovní teorie hodnoty Před plenem ÚV KSSS přednesl 15 .6 .1983 J.V. Andropov toto důležité zjištění: ’’Věda dosud bohužel neposkytla praxi potřebné řešení řady závažných problémů, ... Především mám na mysli volbu nejspolehlivějších způsobů zvyšování efektivnosti výroby a její kvality a zásady vědedky zdůvodněné tvorby cen.” /Rudé právo, 16.6.1983; podtrženo mnou! K.K./ Asi ještě potrvá nějaký čaš;, než budou plně doceněny převratné důsledky tohoto konstatování, které však už dnes přenáší do kvalitativně jiné roviny různé diskuse o zcela evidentních nedostatcích ve fungování socialistických. ekonomik. Tímto dnem bude nutno buď napravit a uvést na správnou míru některá pojetí soudobých ekonomicích problémů anebo uvést na správnou míru citovaný výrok J .V .Andropova. A právě takto se chceme nyní zaměřit na podnětný článek prof. ing. Zdeňka H á b y , CSc., otištěný v Hospodářských novinách c. 13, roč. 1983 pod názvem ’’Meze využívání zákona hodnoty”, kde Hába zasvěceně popsal nejen naléhavou závažnost, ale hlavně a především i mimořádnou složitost soudobých ekonomických problémů, které přináší přechod na typ intenzivního hospodářského rozvoje. S vysokou invencí uvedl všechna pro i proti k té které otázce ekonomického řízení a složitost současné situace vylíčil tak plasticky, že jeho pojednání může z hlediska specifik čsl. ekonomiky posloužit jako vhodný a erudovaný' prolog k dřívějšímu závažnému vystoupení J.V.Andropova, jako prolog k článku ’’Učení Karla Marxe a některé otázky výstavby socialismu v SSSR” /R.P., 24.2.1983/. Je zde ovšem jeden háček! Hábova analýza je poznačena duchem jisté resignace, kdežto eláne?. J .V .Andropo va směle vytyčuje nové úkoly a kategoricky požaduje seriozní výzkumvoblasti politické ekonomie socialismu. Ta,m> kde Hába vidí meze ve využívání zákona hodnoty, tam J.V.Andropov objevuje závažné problémy a upozorňuje na podstatné a citelné mezery v ekonomické teorii socialismu . [pageend1]",1
97,"DISKUSE č. 13 - červen 1984 /Teoretieko-politický občasník/ Obsah tohoto čísla: Kontinuita - v čem? /Laureatus/ Laureatus Kontinuita - v čem ? Když jsme před rokem kladli otázky nad prvními prohlášeními a opatřeními nového sovětského vedení v čele s J«V«Andropovem, odvážili jsme se napsat: “Neváhá probouzet hnutí ke změně uvnitř strany, aniž opomíjí mobilizaci širokých lidových mas o©» Nesporným vyústěním Andropovova kursu musí být získání většiny ve straně /předně v ÚV KSSS / pro reformy, byl zatím programově naformulované“. Prvnímu muži sovětské velmoci nebylo dopřáno důkladněji své koncepce rozvinout« Ale v krátké době jediného roku dokázal získat nemalé mezinárodní sympatie« Když po dlouhé nemoci zemřel, setkali se na jeho pohřbu čelní představitelé mnoha zemí světa, aby tak vyjádřili vysoké uznání jeho snahám, zejména jeho statečnému boji za skoncování se stupňovaným zbrojením« Své přítomnosti v Moskvě využili k osobnímu setkání s Andropovovým nástupcem, jímž se stal KoU.Černěnko, jakož i k získání informací o dalším vývoji sovětské politiky o Sám fakt této letmé “světové konference“ na vysoké úrovni napověděl, že přes vážné napětí zejména v sovětsko-amerických vztazích projevuje naprostá většina světových státníků přání vybřednout z nynější slepé uličky a najít cestu k novému uvolnění, prospěšnému všem aktérům současné mezinárodní politiky« Serněnkovu volbu generálním tajemníkem ÚV KSSS /pravděpodobně i hlavou sovětského státu/ přijaly vedoucí kruhy komunistických stran a států socialistického společenství s obvyklým konformním blahopřáním« Jak se už stalo tradicí, v projevech, článcích a komentářích, donedávna ""zdobených"" citáty závažných výroků Andropova, objevily se nyní citáty z vystoupení černěnka« Zato pravá smršt nejrůznějších dohadů a předpovědí se přehnala kapitalistickými sdělovacími prostředky« Většina bulvárních listů se shodla, že do čela sovětské velmoci přišel profesionální “aparatčik"" s typickými vlastnostmi nevýrazné individuality, považovaný za jednoho ze “starců v Kremlu“, který údajně nevyniká přílišnou originalitou myšlení a jednání, od něhož lze očekávat jen stereotypní politické postoje a chování, známé z Brežněvovy éry« Odlišně však [pageend1]",1
98,"DISKUSE č. 14 - červenec 1984 /Teoreticko-politický občasník/ Obsah tohoto čísla: Jak si lžeme do vlastní kapsy /Rudolf Zukal/ Rudolf Zukal Jak si lžeme do vlastní kapsy /Část širší úvahy o vlivu politiky a ideologie na ekonomiku./ Ekonomická reforma a Soubor opatření Vztah současné vládnoucí skupiny k ekonomické reformě šedesátých let je názorným příkladem toho, k jakým výsledkům a paradoxům vede dávání priority politiky před ekonomikou. Naše propaganda věnuje v současné době největší pozornost ekonomice. Téměř každé zasedání UV KSČ hovoří o hospodářských otázkách, úvodníky novin píší převážně o ekonomické problematice. Je to zcela pochopitelné, nebot náš hospodářský vývoj prochází od skončení druhé světové války nejobtížnějším obdobím. Vážné hospodářské těžkosti donutily naše vedení, aby vyhlásilo určité změny v dosavadním neproduktivním ekonomickém mechanismu, který byl zaveden na počátku sedmdesátých let v souvislosti s tzv. hospodářskou normalizací. A tu vyvstaly před ""vládními"" ekonomy, ale i před ideology a politiky potíže, jak zdůvodnit mnohé nově ZKáäšxá zaváděné změny, přístupy a chápání ekonomických problémů, které byly se zrušením ekonomické reformy šedesátých let prohlášeny za špatné, revizio- nistické a socialismu škodlivé. Velmi často se totiž jednalo o zavržení obecně platných racionálních zásad, platících pro každou řádně fungující ekonomiku. /Např. důraz na kvalitativní a nikoliv kvantitativní vývoj, odměňování podle skutečných pracovních výsledků a nikoliv podle jiných např. politických kriterií, přebudování hospodářské struktury země tak, aby odpovídala přírodním a ekonomickým podmínkám, zvyšování efektivnosti národního hospodářství apod./ Zásady ""Souboru opatření"" nejsou novými objevy. Téměř všechny tyto zásady byly náplní ekonomické reformy šedesátých let, ovšem v daleko širším rozsahu. Byly řešeny podstatně důsledněji a komplexněji, než činí současný ""Soubor opatření"". Vzhledem k tomu, že soustava řízení národního hospodářství je jednou z nejdůležitějších oblastí společenského systému a mnohé zásady ekonomické reformy šedesátých let - jako např. značná samostanost podnikové sféry, relativně autonomní vývoj ekonomiky nezávisle na [pageend1]",1
99,"DISKUSE č. 15 - září 1984 /Teoreticko-politický občasník/ Obsah tohoto čísla: Poznámka o královské myšlence Karla Kříže /Jaroslav Šabata/ Zlevní vášně, podraží rozum? /Vlastimila Tesařová/ Problémy a perspektivy uvolňování napětí a spolupráce /Enrico Berlinguer/ ______________________________________________________________ ._________ Jaroàlav Šabata Poznámka o královské myšlence Karla Kříže Křížová královská myšlenka /on píše o královské myšlence Jurije Andropova, ale to nás nesmí mást/ vypadá na první pohled bizardně /zvlášť pro neekonomy/ a rozhodně je tak podána. Není divu, že ji mnozí odmítají jako zcela neproduktívni. Křížův projev deformuje především fiklní idea, že ten nejlepší způsob, jak oslovit ""oficiálno"", záleží v divoké kritice ""ekonomického romantismu"" /a tém míní jakoukoli tendenci usilující o ekonomickou reformu v ""sikovském"" duchu: na principu té či oné obnovy tržního mechanismu/. Navenek to vypadá tak, že Kříž je papežštější kritik ""re- vizionismu"", než ten nejpapežštější dogmatik. Kouzlo věci je v tom, že Kříž ani zvlášt moc nepředstírá /1 když je to ""úplně jinak""/: upřímně kalkuluje sé zájmem uchovat za každou cenu pevné centrální řízení; a v reprezentantech tohoto zájmu hledá spojence, aniž by se příliš zatěžoval otázkou, co všechno vlastně za tímto zájmem vězí, jak rozporný to zájem je. Možná ho to zajímá, ale z jeho hlediska je to vedlejší: co se odehrává ve sféře politiky, je pro něj něco na způsob bouře ve sklenici vody - rozhoduje ekonomika ... Tento Křížův postoj má hlubokou logiku: jeho koncept totiž pevné ekonomické /ekonomicko-politické/ centrum předpokládá. Bez něho by nemohlo fungovat TRANSFORMAČNÍ CENTRUM diktující objektivně zdůvodněné ceny. Tak se může zdát, že Křížovým politickým cílem je jakýsi ul- tratechnokratieký model řízení, jenž dovádí do konce utopicko-byrokra- tickou /""komunistickou""?/ vizi: taktovka centrální moci diriguje zmanipulovanou a manipulovatelnou společnost, v níž se lidé budou ""dravě, neúnavně a vytrvale hnát za nepřetržitým zkvalitňováním výroby a tím zárověň i za většími a většími příjmy, aby při hledání stále novějších, kvalitnějších a efektivnějších postupů prosazovali současně i své obohacení"". V tomto Křížově konceptu je obsažen zřejmý rozpor: na jedné stra- [pageend1]",1
100,"DISKUSE č. 16 - říjen 1984 /Teoreticko-politický občasník Obsah tohoto čísla: Poznámky k ’’Poznámkám” / - r - / Uvědomujeme si meze svých možností? /Karel Oswald/ K problematice mírového hnutí: Poznámka vydavatele ""Diskuse” Redakční názor ""Svědectví” Otevřený dopis ""Charty 77"" Poznámky k ""POZNÁMKÁM"" /Recenze samizdatové publikace/ Na první pohled by se mohlo zdát, že otázky týkající se vývoje čes® koslovenského hospodářství příliš veřejnost nezajímají vzhledem k je= jich odbornému zaměření© Není tomu tak» Vzhkedem k tomu, že se tato pro® blematika bezprostředně projevuje v oblasti životní úrovně, je náš cel® kový ekonomický vývoj veřejností pečlivě sledován a komentován» Se záj® mem jsou hodnoceny pokusy o zlepšení současného stavu» Byla vydána celá řada návrhů na zlepšení současného ekonomického systému a mechanismu^ bohužel ve většině případů jen jako interní pu® blikače pro uzavřený »kruh zájemců» Tak napře vyšla dvoudílná studie Ekonomického ústavu ČSAV nazvaná ""K dalšímu rozvíjení soustavy plánovi® tého řízení"" nebo studie Výzkumného ústavu plánování a řízení pod vede® ním Ings Mojmíra Kasalického ® ""Koncepční studie o směrech dalšího vý= voje soustavy plánovitého řízení národního hospodářství"" a pod» Rovněž v samizdatovém tisku vyšly určité ekonomické názory od kolektivu autorů» Že je i zde v této oblasti o tuto problematiku značný zájem, svědčí skutečnost, že přes poměrně vysoké finanční výrobní né® klady, jež musí zájemce za samizdatovou publikaci zaplatit, vyšla tato publikace v několika nákladech© Dokonce jako příloha 6tého až 10tého čísla samizdatového teoreticko®politického občasníku ""Diskuse” v roce 1984 v Brně. Postavení československé ekonomiky je odrazem celého komplexu fak® terůf a^ přítomných anebo minulých- Bohužel, velmi často a intenzivně působily v této oblasti mimoekonomické zájmy, což většinou neblaze ovlivňovalo racionalitu ekonomického systému® Rozsáhlá práce /více než 150 stran/ ""Poznámky k reformě našeho dnešního hospodářského mecha® n i s m u "" od kolektivu autorů je širokým a poměrně podrobným popisem [pageend1]",1
101,"DISKUSE č. 17 - listopad 1984 /Teoreticko-politický občasník/ Obsah tohoto čísla: Úsilí o budoucnost /Rafael Vilémský/ Místo odpovědi příteli Vilémskému /Jan Tesař/ Soeialismus a pluralismus /Jan Tesař/ Odpověď Vlastě Tesařové /Jan Tesař/ Na adresu vydavatele /Karel Kříž/ Äfael Viléaeký Úsilí • budoucnost ZM rozhlasové prosluj ve svobodném vysílači FÚMM, politicky ©rien- tovanÄ křesťansky. Seteriál převzat S* zehroaiMÄo časopisu úialo- O» 1W, 8.3, str. 3-7./ Sotva sa msi náai najdv n&sdo, M© by pokládal naM situaci sa dobrou nebo alespoÄ za us^kojivou. Msa národ nepřirozený® Siwt«» Sa přirozený život päMÄMs čerpání z ÄÄovaích, ÄSevató a teoWeh zdroja, jež jsou nôa vlastní, a přetvářeni derpeného V celková®, přirozené s« utvářejíc Ä ©rganis^u národa, přetváření w výraz Ml, v projev na3í svobodné tvůrčí síly ve väeeh ©borochi v utváření společnosti, v kultuře, v^ní9 náboženství, ve vědě, ve výrobě hmotných statků, ve tvorbě livotníto prostředí. Sis a® neprobíhá přirozehá. Ifeäe adroje jsM intelektuální, tvůs^í, tak ř«t* né jsou Čerpány pro záj^ nÄ cizí, pokud jsou tu suž i tác vate iné« Se te» tak s«í, jwu zdroje potX&fieny, nesají se vůbec projevit« Ani aktivity hospodářské, jež by « vytkaly sajlÄtující iaMonft, s tím wtef zdroje dusbcvní« Od svých duchovních Wřenů jsme * velké > Msti odtrženi. ^S@ dějiny Jsou nás přístupny jen v jedncstrsané», znetvořeni podání nebo ve zpmewáníoh starých. Ale jen živé, stále aktaální Wlrtí sípoleaí s Ojinsai je lití s A lití bez dějin, bez vl&atních dějin m ä ^bIo^Iä obracet k buáoucmsti. - Ve všestroiméa čerpání ze zdrojů i»feí je náa tál zabráněno. Metýká . se to jen MÉIÉ už stávajícího, a něhož jsou 1Ä ^MWbíM^ Jen vy- b»né útržky» nýtrí přeůevlia »Äsnýoh itrojů tvůrčích: kolik „ leeté kapacity je umlčeno, mmMi přirozený» způsobem předáv&x. své plody společenství národa. - SMboMenství je z velkt části aldaenó. Jisti, lij« v wha duäító, v ůtóýah krouícífth i v bohoslu:.« _ MA, ale' ve sví spol®Í«sW • kultarof plsÄá fwr®i té»i> vůbec ne* „ existuje* fesíníme b»c w u a okázalou církev, i^br* j^edevfi^ saaostot* [pageend1]",1
102,"DISKUSE č. 18 - prosinec 1984 /Teoreticko-politický občasník/ Obsah tohoto čísla: Věnováno Janu Tesařovi a Rafaelovi Vilémskému /Vlastimila Tesařová/ O svobodě, demokracii a zákonu džungle /Vlastimila Tesařová/ K problematice mírového hnutí: Válka je vůl /Milan Šimečka/ Vlastimila Tesařová linováno Janu Tesařovi a Rafaelovi filé mské a u Ve své odpovědi na mé poznámky *K výzvě Jana Tesaře ""Deset tezí proti krizi’*’* /viz ""Odpověď Vlastě Tesařové"", Diskuse Č.17, str.14-11/ vyslovil Jas Tesař /dále JT/ názor, že ""dávno překonaná snrxistleká teorie je konzervativní zátěží mezinárodního socialismu a zdrojem mnoha jeho neúspěchů"". Pokut VÄ, socialistické hnutí, mloiené na »«rxistické idwlo* gíi, se podobným způsobem vžáy vyjadřovalo a stále ještě někdy vyjadřuje o náboženství. Osobně povaluji ze konzervativní takový vědní ©bor, it«©vý ii ^litiol< který ustrň« a» wčltéa stupni svého 'Vývoje a není schopen rozvíjet se dál v souladu s měnícími se přírodními a společenskými podmínkami. To ováex není nedostatek toho kterého vědního oboru, měleekéte, ideového Či politického směru jak© takového, hýbrž projev určití uesetepaosti jete msiteli * propagátorů, tedy konkrétních lidí, Proto bych nemluvila ani o mrxísmu ani o náboženství jako o konzervativní zátěži mezinárodního socialismu, nýbrž zajÄala IgHM se o to, jak ten který marxista či křesfen dovede v daných aplikovat a rozvíjet svou ideologii z hlediska so- cialistickýeh cíli v souladu se skutečností, které, jej obklopuje. Pokud se JT nedívá na věc rovněž takto, nevím, proč a v zájmu čeho by mil ""ctít* »4 přesvMčeuí - já přesvédčeaí v tomto smyslu konzervativních lidí MMMM Dále »i v odpovědi JT není jasné, proč by socialistické cíle ne« měly být eHi socialistiekými *z toho jednoduchého důvodu, 6c je sus« tévají zůaleM ns jen weialirM*, že jseu *to mpřAlad tÄé ""»es- fónskéweOe, a ovdea Ét viete nejvíce cíle WMM a rwlietiÄé*. Jestliže tedy jako atoupenec sociulistie^ch idejí zjistím, 8e mé cíle jsou rosuané a realistické a te jsou totožné s křesfans^^i cíli, sfc áe »Wte přestat považovat m sociálisticMT A jestlil® křesfea [pageend1]",1
103,"D I S K U S E č. 19 - leden 1985 /Teoreticko-politický občasník/ Obsah tohoto čísla: Rozcestí pochyb i nadějí /Laureatus/ Na obranu vydavatele a nejen jeho /Rudolf Zukal/ Laureatus Rozcestí pochyb i nadějí Procházíme nesnadným obdobím ve vnitřních i mezinárodních vztazích. Osmdesátá léta se naplňují politický® napětím, hospodářskými krizemi, duchovní únavou, životní nejistotou. Komplikované problémy má kapitalistický svět s hospodářskou depresí, stávicami, nezaměstnaností, místními válečnými konflikty, morálním úpadkem ap. Vleklými specifickými obtížemi trpí socialistické státy, v nichž se stále nepřekonává konzervativní politiko provázená prohlubující^ se ekonomickou, duchovní i politickou krizí. Množí se nebezpečná úskalí, zákruty & soutěsky, jimiž musíme proplouvat. Společenský pohyb se zamlžuje a kalí nepřekonanými deformacemi, neřešenými rozpory a nedůslednými zásahy autoritativní moci, která často nedovede předvídat důsledky svého počínání a překvapivým událost®» a jevům jen váhavě Selí. Vyvstávají též obavy z možných změn a obratů v sovětské politice, jejímuž vedení dflá rostoucí složitost domácích i mezinárodních problémů očividně těžkou hlav V této situaci nutí -k zamyšlení také existence, postavení a postoje sil, které představují reformní socialistické úsilí i jiné směry opozice, ale i těch, které reprezentují systém, a režim ""reálného socia lismu”» Stojíme, ne rozcestí a zmítají námi pochybnosti i vyvstávají no děje. Zdráháme se upadnout do bezvýchodné skepse a jeětč úzkostlivěji se bráníme iluzorním snům. Asi se všichni - oficiální nositelé moci stejně jako prostí občané - shodujeme v přání, aby budoucí vývoj co možná nezhoršil už tak dost nepříznivou situaci a nepřivedli paniku, chaos a posléze katastrofu s neodhadnutelnými důsledky. Ironií zvláštního souběhu hrozících okolností se tak “sbližuje"" režim s opozicí v touze vyjít z bláta bezradnosti a letargie k účinným krokům směrem k obecném zlepšení našeho osudu. Jen představy o těchto krocích jsou zřejmě rozličné. I. Kdykoliv se náš národ v minulosti ocital v tvžk;c:i dobách, usilovali jeho nejlepČí představitelé o co možná nejčirlí a nepevnéjší semknutpst všech tříd. [pageend1]",1
104,"DISKUSE č. 20 - únor 1985 /Teoreticko-politický občasník/ Obsah tohoto čísla: Právo na dějiny /Dokument Charty 77 č. 11/84/ Stanovisko čtyř historiků k dokumentu ""Právo na dějiny"" /Miloš Hájek, Hana Mejdrová, Jaroslav Opat, Milan Otáhal/ Odpovědnost historika /Luboš Kohout/ Svár dvou pojetí českých dějin /Milan Hübl/ K ""Právu na dějiny"" /Jan Křen/ Dopis mluvčím Charty 77 /Petr Uhl/ Právo na dějiny /Dokument Charty 77 č,11/84} zaslaný prezídiu ČSAV/ Každý národ má svou historickou zkušenost, svou historickou paměť. Jejími stavebními kameny jsou především velké historické události či období, jakési vrcholy dějinných procesů, přelomy či obraty v/dějinném vývoji, které určovaly jeho další běh. Vepsaly se do národ ní paměti a znovu a znovu oživovány stávají se základem, na němž jsou vytvářeny filozofie dějin národů či států, ideové programy či koncepce, státní doktríny, často ovšem také mýty a falešné obrazy. Dějiny jsou íelkým polem duchovních střetů a zápasů a každá dobs si vytváří své pojetí dějin, své představy o jednotlivých epochách čí událostech. Vytváří si je v konfrontaci s přítomnými historickými, kulturními a sociálními událostmi, na základě aktuální historické zki šenosti. Lze tedy říci, že historická zkušenost je duchovní útvar neobyčejné dynamiky a složitosti, který vžd^ určoval a stále určuje životy národů a států. Má neobyčejnou moc zavazující a spojující. Zájem o dějiny byl a je společný většině kultur, byla to však právě křesťanská kultura /sama pokračovatelka komplikovaných a různorodých tradic/, kdo důrazně a důsledně pojal historický vývoj lidství jako smysluplný proces, který má zásadní význam pro přítomnost, ba bez nějž je přítomnost ve své opravdovosti a plnosti nemyslitelná. Protože jsme - ať již se k ní 'hlásíme nebo ji slovně zatracujeme - v plném smyslu dědici křesťanské kultury a protože dnešní svět jako celek, se všemi svými přednostmi a nedostatky, je touto kulturou rozhodujícím způsobem formován, nemůžeme už myslet a jednat jinak než dějinně a prostřednictvím dějin. Ani zánik ani záchrana lidského svě t\ se nemohou odehrát mimo dějinnou souvislost. Je-li přítomnost průsečíkem minulosti a budoucnosti, p' : pr: í- [pageend1]",1
105,"DISKUSE č. 21 - únor 1985 /Teoreticko-politický občasník/ Obsah tohoto číslu: Kritický komen tář k dokumentu Charty 77 č. 11/84 /Jaroslav Mezník/ Dodatečná poznámka k diskusi o dokumentu ""Právo na dějiny"" /Jaroslav Šabata/ Dopis Vlastě Tesařové /Karel Čejka/ Ä»sl®v Me»Ä X r i t i c k ý k o s e n t 4 ř A dokumentu Charty 77 8.11/34/ ©©kment ""Právo m . dějiny"" a® ad äostel do w ť ä u poaěmě ai v 1|84 • Text sáa ml vyprovokoval k tow, abych přispěl do diskuse o toiato docentu, která probíhá mezi si>®táři Charty. Svazuji m příspěvek Materina Ailuůe dáj^, feilona Otéhala, da- roslava Opáta a Hany Mejdrové/, s aMB souhlasíb » Jäe ai předavší® ô kvalito a h©d»virnost dotasento, s»Äxjí. w proto » ©rfiření Äk- tů, která uvádí* Proto taká oponíjím zaáátok a textu, který obsahuje většinou obecné úvahy a obecné soudy* Cituji vádý vito /«bo více vit/ a připojuji komentář. Z kepltolek Instituce s Lidé vybírá» j« některé úse^> kapitolu Pojetí dějin mmMMtok celou s výjimkou posledních dvou odsteved, ktoré tvoří aávěr dokumentu. las ti tas® ■f ninulosti byly archívy vždj^ také vldeck^M instltucw&i a jejich preecvnlci aktivně vědecky pracovali. Tak tem dnes již vůbec není. Bmeewtol archívů Ändy pws® spravují, .vMeeH práce se u nich nejen nepředpokládá, ale byla by. ^ínél . Se přesné. Archiváři fondy předevMí® spwcovávají. .lada archivářů »dále vědecky pucuje o tam 1» leňc© ©-petMt m- hléMatím do historických sborníků a ěaaopl4ů/| něktoří * nich oviem spí Se w svéa volnés 1Mb WdMĎ^y pro vldoeteu práci jsou v růmýeh archívech roadílné, někteří wdcueí sMtoSni védeoké práci, svých pud- řísenýeh přilil nepřej i. ""Základní, edi&aí řady, aahájeaé naaaose jeóti před vaníkm sa- BcstatnÄ» is. státu, přestaly pc drahá svítová válec eMstowt ^bo svolná Banlmjí dodnes« •«• Archív ies^. na nÄl by byle wifié prs- covet neustále, zůstal netknutý, v řádě Codex diplojtoticus et epiato- laris regnl Bohemia©, zaloieaé r«19O4 Gustava /Tiedriche®, vy filc po vile® iest WBSkó, práce pouhých dw« hade telí.* Hepřesné • Ediční práce je skutečně u nás podceňována a Spatně erganitovánn, »1« to, co o ftí píle dcta»Bt, je »prost© a®- zosvěcené. Archív český byl v polovině IS.stolatí význačnou adicí, [pageend1]",1
106,"DISKUSE č. 22 - březen 1985 /Teoreticko-politický občasník/ O b s a h tohoto čísla: Odpověď Karlu Čejkovi a Karlu Oswaldovi /Vlastimila Tesařová/ Skromný příspěvek do diskuse trochu odjinud /Karel Oswald/ K problematice mírového hnutí: Válka je skutečně vůl /Erazim Kohák/ Vlastimila Tesařová Odpověď Karlu Č e j k o v i a Karlu Oswaldovi . Vea svém dopise z prosince 1984 /srov. D21/ mi Karel čejka adresuje několik připomínek. Začnu tou nejméně podstatnou a postupně přejdu k dalším, závažnějším. Mentoruji, Pro jistotu jsem se podívala do slovníku, abych si upřesnila význam tohoto slova. Našla jsem, že ""mentor” je poučovatel, karatel, mravokárce. Ubezpečuji čtenáře mých poznámek a úvah, že jsem nikdy neděla a nemám v úmyslu nikoho o ničem poučovat. Tím, že píši, sleduji pouze uplatnění svého práva na vyjádření svých názorů na problémy, které mě zajímají a u nichž si myslím, že bych svými znalostmi mohla přispět k jejich řešení. Je pravda, že se přitom nevyhýbám polemice, ale snažím se psát jak nejlépe umím a s vědomím míry své dekvalifikace. Jestli se přesto můj styl někomu nelíbí, nemohu k tomu říci nic jiného, než že uznávám právo každého číst jen ty autory, kteří mu nečpí, nýbrž voní - přitom si ale nemyslím, že Karel Čejka patří k těm, kdo se podle toho zařídí. Ospravedlňu j i neospravedlní telné V tomto případě, domnívám se, jde o nedorozumění vyvolané rozdílným pojetím pojmu ""přirozený”. Mám ve zvyku používat tohot přívlastku k označení jevů, u nichž lze vystopovat příčinné souvislosti. V tomto smyslu je ovšem možné označit za přirozený jev nejen deformace socialistického zřízení v SSSR a u nás i v jiných zeních, nýbrž i ""zvěrstva nacistického Německa”, která připomíná ve svých poznámkách Karel čejka. To ale nemá nic společného s jejich toloro- váním, opravňováním nebo ospravedlňováním. Nic takového se noslu je s mým politickým přesvědčením a pokud by to mělo sehrát r ’-od - jící roli pro prohloubení našeho vzájemného porozv ""ní, <1! stoupí ■ na pož ie . cla *ý pa .hlásí . že "" k.r Xísmu pov; zuji za jev protípřiro \ ý jed o “ ’ j * od [pageend1]",1
